# FORMAT_VERSION,1.0
# SAMPLE_RATE_HZ,200
# NUM_CHANNELS,8
# SUBJECT_ID,SYNTH_001
# GESTURE_LABELS,rest,fist,open_hand,pinch,point,thumbs_up,peace,ok
# DURATION_S,10.0
# NOTES,Synthetic data generated for unit testing
timestamp_ms,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,gesture_label,gesture_id
670.0,0.675868,0.499534,0.116865,-0.101356,0.026970,0.000112,0.034739,0.031806,fist,1
675.0,0.580868,0.422859,0.077948,-0.106687,0.118143,0.051868,0.036976,-0.079204,fist,1
680.0,0.488955,0.535108,0.240608,0.049014,0.205521,0.002020,0.217680,0.129083,fist,1
685.0,0.461007,0.358645,0.083615,0.032323,0.324737,0.179606,-0.066571,0.079162,fist,1
690.0,0.645291,0.450507,0.081016,0.041726,0.053073,0.079096,0.018746,-0.008081,fist,1
695.0,0.571020,0.657814,0.036646,0.047761,0.214824,0.032558,0.186468,0.027552,fist,1
700.0,0.588411,0.467846,0.115342,0.068045,0.119500,0.145489,0.085998,-0.070054,fist,1
705.0,0.410433,0.564657,0.100007,0.125812,0.087900,-0.123649,0.095065,-0.032033,fist,1
710.0,0.624195,0.457322,0.150138,-0.038888,0.134608,-0.111128,0.059167,0.006975,fist,1
715.0,0.586354,0.496462,0.008294,-0.043758,0.104953,0.113667,0.076395,0.148274,fist,1
720.0,0.461166,0.445457,0.015167,-0.037466,0.108832,0.054837,0.112209,-0.001160,fist,1
725.0,0.512278,0.436367,0.011672,0.073113,0.067333,0.070036,-0.014759,0.101217,fist,1
730.0,0.571097,0.387641,0.113264,0.149596,-0.011849,-0.056112,0.120245,0.006935,fist,1
735.0,0.554197,0.484424,0.169870,0.015493,-0.023490,0.048141,-0.059840,0.069836,fist,1
740.0,0.526626,0.381877,0.013293,-0.150136,0.152260,0.210281,0.076269,0.038688,fist,1
745.0,0.541721,0.503247,0.016018,-0.086319,0.077864,0.115936,0.064299,0.119845,fist,1
750.0,0.529842,0.536823,0.075126,-0.016643,0.052313,0.063577,0.000697,0.007215,fist,1
755.0,0.562205,0.479323,0.030339,0.005382,0.100680,0.014876,0.048185,-0.075802,fist,1
760.0,0.667719,0.427100,0.126164,0.017329,0.163595,0.018434,0.000197,-0.060556,fist,1
765.0,0.344667,0.486317,-0.130142,0.053086,0.114429,-0.120336,-0.035736,0.007450,fist,1
770.0,0.531052,0.425306,-0.016136,0.025060,0.047516,0.070611,0.021711,-0.049925,fist,1
775.0,0.564121,0.524844,-0.012593,0.133947,0.198103,0.117639,-0.038319,0.082817,fist,1
780.0,0.573680,0.303488,-0.135628,-0.004081,0.226335,-0.076050,0.075824,0.012739,fist,1
785.0,0.520247,0.423151,-0.027091,-0.018985,0.139565,-0.002913,-0.042007,0.239969,fist,1
790.0,0.409462,0.290735,-0.023212,0.088310,0.177893,-0.042597,0.106958,-0.089017,fist,1
795.0,0.576240,0.330395,0.033912,-0.072851,0.199357,-0.027228,-0.044518,0.066291,fist,1
800.0,0.688188,0.559109,0.139037,0.081175,0.190408,0.054279,0.004696,-0.040236,fist,1
805.0,0.427291,0.521615,0.030395,0.058204,0.149128,-0.116752,0.000032,0.010528,fist,1
810.0,0.619106,0.392442,-0.032465,0.038205,0.147868,0.099142,0.156012,0.061314,fist,1
815.0,0.523718,0.329800,0.045444,0.177062,0.141573,0.110308,0.076423,-0.136030,fist,1
820.0,0.545094,0.212838,0.133934,0.000223,0.012213,0.029912,0.033061,0.068946,fist,1
825.0,0.465768,0.406520,-0.028077,0.214824,0.156058,-0.148457,0.089898,0.202233,fist,1
830.0,0.523243,0.643633,-0.022846,0.031965,-0.008465,-0.029713,-0.118575,0.013725,fist,1
835.0,0.654004,0.484791,0.094684,-0.052161,0.036432,0.148632,0.046549,0.070785,fist,1
840.0,0.596612,0.405234,0.032277,0.055594,0.204285,-0.172240,0.209801,0.131994,fist,1
845.0,0.688585,0.487206,0.101799,-0.036100,0.167218,0.022198,0.060588,0.036884,fist,1
850.0,0.644193,0.325123,0.048908,-0.010140,0.218992,-0.044400,0.055433,0.003523,fist,1
855.0,0.585127,0.426214,0.106133,0.081763,0.078266,0.114366,0.093850,-0.132059,fist,1
860.0,0.689515,0.457958,-0.032806,0.094447,0.007820,-0.004009,0.121648,0.101279,fist,1
865.0,0.585119,0.443112,0.049033,0.000227,0.080765,0.082316,-0.109797,0.040947,fist,1
870.0,0.616239,0.513264,0.033145,0.128992,0.108163,0.095237,-0.084586,-0.031015,fist,1
875.0,0.526274,0.477572,-0.047271,0.142601,0.106319,0.196898,0.066823,0.060128,fist,1
880.0,0.555324,0.503466,-0.075078,0.164904,0.190694,0.033765,-0.007190,0.003306,fist,1
885.0,0.494206,0.394930,0.104860,0.092353,0.071098,0.080084,0.154962,0.007726,fist,1
890.0,0.629167,0.521825,0.021924,0.159074,0.128163,-0.068804,0.024786,0.098503,fist,1
895.0,0.455736,0.580315,-0.031782,-0.100464,0.020910,0.145233,-0.104762,-0.057071,fist,1
900.0,0.612588,0.372388,0.042306,0.024567,0.136025,-0.010841,-0.051441,0.133785,fist,1
905.0,0.534748,0.378984,0.140242,-0.019360,0.100249,0.005140,-0.169974,-0.061815,fist,1
910.0,0.643700,0.556863,-0.132459,0.059538,0.040015,0.048220,0.031270,-0.003016,fist,1
915.0,0.610070,0.434692,-0.069731,0.004284,0.081134,-0.075031,0.034929,0.203836,fist,1
920.0,0.695652,0.562306,-0.023831,0.036707,0.085266,0.068302,0.016043,0.140188,fist,1
925.0,0.608462,0.414597,0.166894,0.200574,0.078388,0.127397,0.136310,0.057808,fist,1
930.0,0.424237,0.566404,0.072607,0.036422,0.241707,0.073435,0.145882,-0.025242,fist,1
935.0,0.544644,0.460519,0.111385,0.083103,0.092124,-0.077112,0.036369,0.007658,fist,1
940.0,0.456239,0.470658,-0.041213,0.031418,0.080488,0.040095,-0.120775,0.055862,fist,1
945.0,0.508538,0.575177,-0.039563,0.056057,-0.067796,0.109362,0.099383,0.053002,fist,1
950.0,0.670898,0.421058,0.085825,0.050481,0.028463,-0.100239,0.094429,0.042730,fist,1
955.0,0.601003,0.374710,0.054662,0.085866,0.078954,-0.035981,0.074751,0.047533,fist,1
960.0,0.494086,0.414115,0.093899,0.143225,0.045132,0.120123,0.128518,0.032850,fist,1
965.0,0.468903,0.486187,0.034986,0.181792,0.210537,0.071608,-0.043186,-0.065358,fist,1
970.0,0.552623,0.324739,0.072251,0.074770,0.086805,0.082958,0.210700,0.008679,fist,1
975.0,0.452675,0.500998,0.062650,0.097164,0.203076,0.198760,-0.026754,0.123170,fist,1
980.0,0.496309,0.406898,0.112221,-0.042069,0.104936,0.087484,0.109938,-0.059467,fist,1
985.0,0.574961,0.541825,0.114561,0.042970,0.102978,0.102631,-0.084988,0.034836,fist,1
990.0,0.642425,0.258459,-0.079590,0.125223,0.092896,0.266860,-0.024421,-0.015580,fist,1
995.0,0.598701,0.387075,-0.129781,0.119277,0.100304,0.032896,0.171309,0.058908,fist,1
1000.0,0.366102,0.314572,0.129929,0.066820,0.237119,-0.013808,0.029081,0.018879,fist,1
1005.0,0.566005,0.378324,0.142911,0.119155,-0.084326,0.083000,0.115491,0.165748,fist,1
1010.0,0.533526,0.451016,-0.030384,0.085690,-0.057718,0.081714,0.066197,0.086905,fist,1
1015.0,0.537976,0.401939,-0.091140,0.134721,0.052169,0.007254,0.038383,-0.050691,fist,1
1020.0,0.593879,0.375694,0.050639,0.063951,0.088442,-0.028494,0.139101,0.090659,fist,1
1025.0,0.314198,0.356906,0.101593,0.017585,0.126685,0.191639,0.025358,-0.009772,fist,1
1030.0,0.377034,0.349703,0.145356,0.057650,0.103385,0.057111,-0.069344,0.002880,fist,1
1035.0,0.404534,0.250139,0.061840,-0.124927,0.046910,-0.005813,-0.009658,0.050869,fist,1
1040.0,0.254089,0.303935,0.012158,0.048380,0.108916,0.073966,0.056458,0.006396,fist,1
1045.0,0.347488,0.261634,-0.011157,-0.125806,0.094880,0.021465,0.042464,0.063159,fist,1
1050.0,0.254811,0.211424,0.022389,-0.038642,0.050448,0.013091,-0.033140,-0.005260,fist,1
1055.0,0.222932,0.178469,0.009404,0.031088,0.063882,0.034278,-0.002868,0.000175,fist,1
1060.0,0.144062,0.135318,-0.008914,0.025195,0.034796,-0.015240,0.000989,-0.000717,fist,1
1065.0,0.132842,0.132346,0.046196,-0.009285,0.011896,0.016891,0.004484,0.001026,fist,1
1070.0,0.097633,0.068067,0.029623,-0.001071,0.023941,0.031194,-0.009229,0.021192,fist,1
1075.0,0.057021,0.042662,0.014128,0.016009,0.010915,0.008754,-0.000027,0.010058,fist,1
1080.0,0.032574,0.022320,-0.001356,0.000646,0.005733,0.001140,-0.000475,0.010698,fist,1
1085.0,0.014709,0.009454,0.003047,0.005904,0.005605,0.000243,0.002875,0.005955,fist,1
1090.0,0.003114,0.002269,0.000655,0.000323,-0.000622,0.000111,0.000743,-0.000210,fist,1
1095.0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,fist,1
1100.0,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,rest,0
1105.0,-0.000497,0.001522,-0.000245,0.000039,-0.000702,0.000924,0.000607,0.000161,rest,0
1110.0,-0.002840,0.000444,-0.002365,0.003084,0.001706,0.000201,-0.005137,-0.002074,rest,0
1115.0,0.003116,0.005495,0.005025,-0.007213,0.001366,0.004601,-0.007513,-0.000036,rest,0
1120.0,0.002066,-0.002269,-0.013975,-0.002457,-0.002470,-0.001117,-0.004251,-0.003343,rest,0
1125.0,-0.000430,0.004790,-0.003296,-0.004435,0.001000,-0.020795,0.005164,-0.000006,rest,0
1130.0,0.000556,0.013467,-0.027373,-0.027667,0.003838,-0.000100,0.002385,-0.006478,rest,0
1135.0,0.011143,0.015643,0.008118,-0.004375,-0.035352,0.012902,0.020492,0.010811,rest,0
1140.0,-0.016533,0.012664,0.016173,0.029298,-0.016466,-0.004256,0.014045,0.001079,rest,0
1145.0,-0.022194,0.008236,0.011494,0.001747,0.004362,-0.005139,0.029364,-0.017891,rest,0
1150.0,-0.011666,0.000218,0.017459,-0.029743,-0.026027,-0.040477,0.000649,-0.022214,rest,0
1155.0,-0.007228,0.012430,-0.012058,0.004347,-0.005626,0.012632,0.008930,-0.013005,rest,0
1160.0,-0.002829,0.017507,0.006598,-0.023431,0.010997,-0.018192,0.023692,0.017177,rest,0
1165.0,0.004063,0.002204,-0.002930,0.009511,-0.005197,0.003302,0.012222,-0.007875,rest,0
1170.0,-0.006671,-0.012930,-0.011524,-0.019794,0.007901,0.019583,0.015430,-0.017604,rest,0
1175.0,0.005469,0.010730,-0.003447,0.000765,-0.015150,0.002013,-0.008025,0.001506,rest,0
1180.0,-0.007073,0.002459,0.004642,-0.003548,-0.005151,-0.009768,-0.001207,-0.002635,rest,0
1185.0,-0.003270,0.000955,-0.000949,-0.002268,-0.001169,0.002259,0.001271,-0.000274,rest,0
1190.0,0.000335,-0.000629,0.000018,0.000080,-0.000255,0.000236,-0.000423,0.000276,rest,0
1195.0,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,rest,0
1200.0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,open_hand,2
1205.0,0.000856,0.000347,0.004213,0.003837,0.000992,0.002706,0.000420,0.000162,open_hand,2
1210.0,-0.002669,-0.000379,0.016500,0.011139,-0.002284,0.007672,0.002702,0.001627,open_hand,2
1215.0,0.008036,0.003174,0.031553,0.017523,0.003687,0.019956,0.005366,0.006432,open_hand,2
1220.0,0.004572,0.004789,0.036033,0.060312,0.000318,0.034686,0.006960,0.012315,open_hand,2
1225.0,-0.006974,0.010056,0.090852,0.077524,0.003125,0.072499,0.014523,0.011171,open_hand,2
1230.0,0.000724,0.048921,0.080435,0.095976,-0.004834,0.100221,0.010061,0.020910,open_hand,2
1235.0,-0.008963,0.002313,0.190701,0.120056,0.010408,0.120587,0.023718,0.015748,open_hand,2
1240.0,0.043054,0.030237,0.203383,0.193650,0.071204,0.105368,-0.002920,-0.001410,open_hand,2
1245.0,0.047752,0.059574,0.277020,0.178813,-0.022494,0.164930,0.034992,0.012796,open_hand,2
1250.0,-0.045529,0.030085,0.248536,0.281840,-0.022662,0.177007,0.053820,0.026797,open_hand,2
1255.0,0.010628,0.142220,0.255485,0.296032,-0.032494,0.281750,-0.002145,0.028336,open_hand,2
1260.0,-0.012906,0.013381,0.386645,0.318044,0.127464,0.334760,0.036674,-0.068303,open_hand,2
1265.0,0.115111,0.056945,0.410484,0.346231,0.009760,0.363383,0.000084,0.013651,open_hand,2
1270.0,-0.047347,-0.011349,0.416826,0.355875,0.039137,0.277175,0.006431,0.044481,open_hand,2
1275.0,0.155913,0.019127,0.486762,0.466547,0.015542,0.158098,-0.034965,0.024034,open_hand,2
1280.0,0.043672,0.064503,0.711685,0.351299,-0.023576,0.238623,0.139554,0.027912,open_hand,2
1285.0,-0.041236,0.112995,0.592085,0.307433,0.029940,0.493176,0.129843,0.085477,open_hand,2
1290.0,-0.004121,0.074430,0.624749,0.491903,0.243076,0.362554,0.091644,-0.035789,open_hand,2
1295.0,-0.014107,0.150485,0.616514,0.499688,0.161104,0.339391,0.207439,-0.080113,open_hand,2
1300.0,-0.051969,0.042403,0.668357,0.488419,-0.018235,0.531413,0.034860,0.022146,open_hand,2
1305.0,0.057586,0.023427,0.534794,0.482618,0.101806,0.501213,0.292541,0.111129,open_hand,2
1310.0,-0.048233,0.266319,0.385619,0.424357,-0.016522,0.401956,0.031798,0.185004,open_hand,2
1315.0,-0.124429,0.081539,0.534913,0.512999,-0.092109,0.376528,0.070415,0.112570,open_hand,2
1320.0,0.019626,-0.007559,0.614939,0.446355,0.131561,0.389432,0.018178,-0.067461,open_hand,2
